user_id,browser,program,hrs_per_week
62706806,IE,binge,6.86
64012907,IE,binge,6.53
82887310,Safari,binge,5.3
18145413,Chrome,drip,4.17
50475065,Safari,binge,2.77
52656781,IE,drip,3.37
27513192,Chrome,binge,4.26
93857022,Safari,drip,3.89
50289722,IE,binge,2.89
86713145,Safari,binge,1.95
71607083,IE,drip,7.9
75853797,Chrome,binge,9.28
32319033,Chrome,drip,5.37
12765007,IE,binge,1.17
10175943,IE,binge,9.83
81254557,IE,binge,3.35
41380123,IE,drip,4.87
77604154,Chrome,drip,5.26
10016054,Chrome,binge,2.26
26338412,Chrome,drip,3.01
6730514,Chrome,drip,1.46
33558780,Chrome,binge,1.14
3229735,Chrome,binge,7.83
49073403,Chrome,drip,1.47
52660001,Chrome,drip,3.42
72383392,Chrome,binge,6.16
64234579,Safari,drip,6.44
49524615,Chrome,drip,4.34
60104397,Chrome,binge,1.53
63861927,Safari,drip,7.97
15531149,Firefox,drip,3.21
595030,IE,drip,5.01
15351559,Firefox,drip,6.74
36047224,Chrome,drip,7.67
41147461,Chrome,binge,0.2
86958255,Firefox,drip,4.81
81436679,Chrome,binge,8.26
9429370,Chrome,binge,6.54
96562211,IE,drip,3.79
69585209,Firefox,binge,5.95
30687760,Firefox,drip,5.57
26718082,Chrome,binge,1.24
39261362,Firefox,binge,7.54
16214671,IE,drip,3.84
7637801,Firefox,binge,4.97
61359365,Chrome,binge,2.59
15948223,Chrome,binge,2.48
86539582,IE,binge,0.22
2845042,Chrome,binge,4.27
342324,Opera,binge,3.83
59228754,Firefox,drip,12.41
51686889,IE,binge,0.21
64463590,Chrome,drip,2.52
85747312,IE,drip,5.11
80655335,IE,binge,8.51
97207961,IE,binge,1.28
23841270,Chrome,binge,2.02
36492557,Opera,drip,0.0
85972268,Chrome,drip,5.92
45681543,Safari,drip,4.55
84046452,Chrome,binge,3.92
95496328,Chrome,drip,5.63
97071997,Firefox,binge,3.81
72494890,Firefox,binge,0.67
70611667,Chrome,drip,2.18
63774245,IE,drip,3.53
28386150,Chrome,binge,2.39
94334748,Chrome,binge,7.04
63518692,Chrome,binge,2.89
50838877,Firefox,drip,5.78
55195421,Safari,binge,3.48
51703735,IE,binge,2.97
46188817,Firefox,binge,3.95
81953361,Chrome,binge,7.91
97027133,Chrome,binge,1.36
69965206,Safari,binge,6.74
37767437,Chrome,drip,5.52
11169871,Firefox,drip,2.54
90330841,Firefox,binge,0.1
73389362,Firefox,drip,4.16
9554134,Chrome,binge,4.78
54426077,Opera,drip,0.0
92555034,Chrome,binge,4.87
60838243,Chrome,drip,0.09
46549344,Firefox,binge,7.51
83912921,Firefox,binge,7.68
23293404,Chrome,binge,4.45
1116263,Chrome,binge,2.41
39131801,Firefox,drip,3.66
30097074,Firefox,drip,2.22
7910130,Firefox,binge,2.6
54765340,IE,binge,5.17
91890213,Chrome,binge,1.26
89048292,Chrome,binge,1.54
12038770,Chrome,binge,6.5
29140865,Firefox,binge,5.99
22571550,IE,binge,8.19
62121572,Firefox,binge,4.83
84159827,Chrome,drip,4.19
6408008,IE,drip,4.45
10567710,Firefox,drip,7.68
78914195,Firefox,binge,2.11
54631383,Chrome,binge,6.03
38305903,Firefox,drip,2.0
15215664,Firefox,binge,1.47
70151392,Chrome,binge,6.32
72734666,Chrome,drip,5.82
28411304,Firefox,binge,4.0
77831274,Chrome,binge,8.44
83762167,IE,drip,7.96
7748126,Chrome,drip,4.5
60272982,Firefox,binge,5.79
18016895,Safari,drip,3.47
55570246,Chrome,binge,8.4
19106751,Firefox,drip,4.26
31017488,IE,drip,4.16
39206137,IE,drip,4.76
75556813,Chrome,drip,5.48
21498590,Firefox,drip,1.9
59609396,IE,drip,6.57
53796332,Chrome,binge,7.58
31928309,IE,drip,3.84
43037312,Chrome,binge,1.04
45279510,Firefox,drip,6.21
77544807,Safari,drip,5.22
13961679,Chrome,binge,6.67
15964440,Firefox,drip,5.09
14316023,Opera,binge,5.52
51858338,IE,drip,4.43
93692538,Chrome,drip,3.13
72226368,Chrome,binge,3.06
55351900,Chrome,drip,2.55
3829317,Safari,binge,2.25
97059115,Chrome,binge,4.34
84894319,Firefox,binge,2.74
809119,IE,drip,0.87
13613936,Firefox,drip,2.69
66360883,Opera,drip,0.0
13006528,IE,drip,4.73
73556802,IE,binge,2.5
75533738,Chrome,binge,3.12
58907516,Chrome,drip,5.3
37868270,Firefox,binge,2.3
96701285,IE,binge,5.62
12359106,IE,binge,3.03
79235244,Chrome,drip,2.24
88749217,Firefox,binge,5.26
32107002,Chrome,drip,3.24
655681,Chrome,binge,4.14
78858121,IE,drip,1.03
59689798,Chrome,drip,7.38
63455459,Chrome,binge,7.94
40434807,Chrome,binge,11.82
97828390,Chrome,binge,10.8
96363634,IE,drip,4.91
45229156,Firefox,binge,4.97
36937857,Chrome,drip,2.06
94133509,IE,drip,0.61
90804546,Firefox,drip,0.57
4341752,IE,drip,3.49
34738969,Chrome,drip,2.47
75078359,Chrome,drip,0.09
14858675,Firefox,binge,2.05
33987591,IE,drip,5.75
14118172,Safari,drip,2.29
3361132,IE,binge,6.41
78149762,IE,binge,8.17
90606321,Chrome,drip,7.53
82910179,Chrome,drip,6.1
2975793,Firefox,binge,6.92
99225471,Chrome,binge,0.84
36762818,IE,binge,5.86
44308404,Chrome,drip,6.98
21530081,Firefox,binge,7.89
71032310,Chrome,drip,3.71
74290967,Chrome,drip,1.27
55049989,Chrome,drip,10.08
54946270,Chrome,binge,5.42
91004743,Safari,binge,5.68
27322613,Chrome,binge,3.03
76438330,Chrome,binge,2.56
52925132,Chrome,binge,7.16
95802039,Chrome,binge,0.86
52842377,Chrome,binge,10.26
18393292,IE,binge,1.27
67137016,Chrome,binge,8.58
83943658,Chrome,drip,6.49
91674785,Chrome,binge,5.9
21710866,IE,drip,6.22
41707522,IE,drip,6.55
97046938,Chrome,binge,1.57
76123685,IE,drip,2.78
61171139,Firefox,binge,2.88
36205449,Firefox,binge,0.27
85268462,IE,binge,1.75
42475937,Chrome,binge,10.37
1866472,IE,drip,0.31
69984958,Firefox,binge,4.48
53903238,Firefox,binge,4.77
82157704,IE,binge,2.78
11987935,Firefox,binge,3.5
85193580,IE,drip,5.86
75301251,Chrome,drip,4.11
55080441,Opera,drip,0.0
26808780,Safari,drip,3.18
50997948,Safari,drip,8.61
75120633,Chrome,drip,2.2
48619534,IE,drip,6.29
9528139,Firefox,drip,8.79
60934745,Safari,drip,4.43
43376125,Chrome,drip,4.53
27649903,Chrome,drip,3.23
38303307,Firefox,drip,5.31
33291237,Chrome,binge,3.34
73187540,Chrome,binge,10.44
73253761,Chrome,binge,6.99
10362411,IE,binge,2.67
50950880,Chrome,binge,2.21
78722364,Chrome,drip,2.63
2778677,Chrome,drip,2.37
58413336,Firefox,drip,4.04
37803753,Firefox,drip,3.54
6911887,Safari,binge,0.58
18147536,Chrome,drip,5.98
90817246,IE,drip,7.13
41580599,Chrome,binge,4.9
92528539,IE,binge,5.06
3957742,Opera,drip,0.0
53217648,Chrome,binge,8.59
62411242,Firefox,drip,6.79
91933927,Chrome,drip,3.48
1090289,Safari,binge,7.8
75375155,Chrome,drip,4.62
53169939,IE,binge,4.16
62096338,IE,drip,3.19
36178083,IE,drip,3.6
99576033,Chrome,drip,3.5
66990005,IE,binge,6.86
22156764,Firefox,drip,2.33
53241173,Chrome,binge,8.88
20588724,Chrome,binge,5.31
91888812,Chrome,binge,8.23
75875938,Chrome,binge,3.64
9088809,Firefox,binge,7.35
38120260,Chrome,binge,6.55
75131234,Chrome,binge,9.83
1434414,IE,drip,6.89
67631218,Chrome,binge,6.81
8579556,IE,binge,2.17
34022507,Safari,binge,3.1
10363174,Chrome,drip,2.55
88992669,Opera,drip,0.0
64585122,Chrome,drip,7.92
86200115,Chrome,drip,1.11
61310221,IE,drip,1.61
68134909,Firefox,binge,2.69
12295220,Chrome,binge,9.08
74442733,Safari,drip,4.64
1588595,IE,binge,5.98
98829070,Chrome,drip,9.38
37122025,IE,binge,5.08
13942358,Chrome,drip,4.14
39514983,Firefox,drip,5.19
58839494,Firefox,drip,4.25
21470758,Chrome,binge,3.02
56770950,Opera,drip,0.0
49952265,IE,drip,3.78
11436394,Safari,binge,10.4
46546866,Safari,drip,6.4
4508987,Chrome,binge,7.73
1314481,Chrome,binge,7.2
89804351,Chrome,drip,2.91
56825330,IE,binge,6.97
5931061,Chrome,drip,6.25
68956510,Chrome,binge,0.14
76238708,Chrome,drip,3.51
21410812,IE,drip,4.78
41702596,Firefox,drip,6.21
87040780,IE,drip,2.69
12783136,Chrome,binge,5.29
99257765,Chrome,drip,4.1
3888673,Safari,drip,9.68
55522733,Firefox,binge,4.84
77925906,Safari,drip,2.37
83774509,Safari,binge,3.15
70641884,IE,drip,5.3
20075892,Chrome,drip,3.81
66985245,Chrome,drip,4.06
57206745,Firefox,drip,5.55
72693443,Chrome,drip,6.62
27894421,Safari,binge,1.87
10629156,Firefox,drip,2.94
75434418,Chrome,binge,2.16
95965143,Firefox,binge,6.54
90704479,Chrome,binge,6.61
27901321,Chrome,binge,0.8
58195231,Chrome,drip,6.37
62087090,Chrome,binge,4.1
46995685,IE,binge,1.14
39110054,Firefox,drip,1.13
64035220,Chrome,drip,0.83
41170398,Firefox,binge,4.11
78479092,IE,drip,3.16
20960027,Safari,binge,7.51
43804512,IE,drip,3.56
25833307,Chrome,binge,7.85
8423216,Safari,drip,4.84
18562548,Chrome,binge,3.67
19132764,Chrome,drip,7.13
32864280,Firefox,binge,1.75
58164994,Chrome,drip,6.97
20161029,Chrome,binge,0.78
2653076,IE,drip,3.57
59253803,Chrome,drip,3.28
55261279,IE,binge,7.23
38340119,Chrome,drip,5.9
42133554,IE,drip,4.55
8616881,Firefox,drip,3.43
34735755,IE,drip,8.89
80051030,IE,binge,5.9
65823195,IE,binge,6.88
19219537,Chrome,binge,1.44
96000620,Firefox,binge,2.31
2431595,Firefox,binge,6.57
42990702,Chrome,binge,7.6
80941844,Chrome,binge,10.07
14619221,Firefox,drip,2.75
70403290,Chrome,binge,7.35
24549589,Chrome,binge,5.55
25391983,IE,drip,3.21
91046836,Safari,drip,3.55
27565832,Firefox,drip,5.79
50592890,Chrome,drip,6.67
49097561,Chrome,drip,3.26
86412108,IE,drip,7.71
86915388,Chrome,drip,3.35
77140698,Opera,binge,6.98
71926044,Safari,drip,4.7
31139184,Chrome,binge,7.65
78481776,Firefox,drip,3.63
13124350,IE,binge,10.32
11774810,IE,binge,8.4
67009433,Firefox,binge,7.15
88966914,Firefox,binge,8.7
70164318,IE,binge,4.64
62567551,IE,binge,4.86
57653245,Chrome,drip,7.03
60255459,Chrome,binge,1.27
88806153,Firefox,binge,9.8
33784961,Firefox,drip,2.6
96230671,Firefox,binge,10.31
39391204,Chrome,binge,1.7
95472387,Firefox,drip,3.25
15722495,IE,drip,6.72
47451345,Chrome,drip,1.2
73253955,IE,drip,9.35
26254512,Chrome,binge,2.18
8167498,Chrome,drip,3.39
26844541,Chrome,drip,7.06
43202301,Chrome,binge,1.87
88619793,Chrome,drip,3.79
83793472,Firefox,binge,5.91
57344276,IE,binge,1.47
80827931,IE,binge,3.98
20778444,Chrome,binge,2.92
19596341,IE,drip,2.42
39977457,Safari,drip,5.54
76106327,Chrome,drip,2.47
69335705,IE,binge,1.1
36143954,Chrome,drip,5.7
77729731,Chrome,drip,6.45
23644053,Firefox,drip,6.07
62013187,Chrome,drip,3.03
46777868,Chrome,drip,7.76
61292656,IE,binge,3.72
21095007,Chrome,drip,2.11
22014587,Chrome,drip,4.46
24760153,Firefox,binge,1.0
79890985,IE,binge,12.37
91564008,Chrome,binge,5.56
48124583,IE,binge,3.87
38630971,Chrome,binge,5.09
93046516,Firefox,drip,5.64
66052767,Chrome,drip,0.68
30536335,IE,drip,5.27
35230598,Chrome,drip,5.35
93857300,Chrome,drip,5.71
67718042,Firefox,drip,6.05
92827707,Chrome,binge,1.52
40807482,Chrome,drip,5.31
81690775,Chrome,drip,6.16
47126726,Firefox,drip,5.87
35803624,Chrome,drip,4.33
8636881,Safari,drip,2.07
20239479,Chrome,binge,5.02
7425386,IE,binge,8.05
42624428,IE,drip,8.05
80100747,IE,binge,3.34
53470188,IE,drip,4.45
36743141,IE,binge,2.71
47437798,Chrome,binge,6.98
67787561,Chrome,binge,8.37
78861477,Firefox,drip,2.12
18723005,Chrome,binge,6.85
96844991,Safari,binge,4.94
92737722,Safari,binge,1.04
8694665,IE,binge,2.48
72623351,Firefox,drip,2.83
40164272,Chrome,binge,5.45
23094606,Firefox,drip,2.23
55853503,IE,drip,9.93
96628231,IE,binge,6.6
34912823,IE,binge,6.53
97178477,IE,drip,6.23
37696658,Chrome,drip,3.85
55719823,IE,drip,3.28
28370163,Chrome,binge,8.67
58907290,Chrome,drip,2.57
73542914,Chrome,binge,1.25
82590738,Firefox,binge,2.14
20149838,Chrome,drip,6.77
40054457,Firefox,binge,5.34
54030509,Chrome,drip,2.99
59914718,Firefox,binge,8.01
82721929,Chrome,drip,5.38
22437751,Firefox,drip,3.01
70729823,IE,drip,6.05
572919,Chrome,drip,1.97
378290,Safari,drip,1.61
51107638,Chrome,drip,3.75
21339173,IE,binge,3.54
24849416,IE,binge,3.96
68156418,Chrome,binge,3.1
76813284,Chrome,binge,5.04
63947088,IE,binge,7.02
44042413,Chrome,drip,5.13
44067873,Safari,drip,5.95
16077166,Chrome,drip,6.98
79364353,Safari,binge,1.99
41859671,Chrome,binge,8.73
41602596,Firefox,drip,4.95
10351942,Chrome,drip,4.28
32867908,Firefox,binge,1.25
77955508,Chrome,drip,3.9
38821739,Firefox,binge,3.62
75702024,Chrome,drip,6.5
85873643,Chrome,binge,3.61
68243973,Chrome,drip,6.49
66013220,IE,binge,4.43
40490773,Chrome,binge,5.11
64891687,Chrome,binge,4.97
63605834,Chrome,binge,1.86
32657114,Chrome,drip,7.82
76868054,Chrome,binge,5.21
82943250,Chrome,binge,9.97
7519157,Firefox,binge,6.89
24426483,IE,binge,0.09
37375378,Safari,drip,3.38
67345910,Firefox,binge,3.72
89763844,Firefox,drip,3.07
53339119,IE,drip,6.34
74415815,IE,drip,6.26
80982571,Chrome,binge,1.97
46516380,Safari,drip,7.38
51534083,Firefox,drip,9.07
17153892,Chrome,drip,3.17
77528532,Chrome,drip,5.78
73873931,Chrome,drip,0.72
2807212,Chrome,binge,7.34
21029054,Chrome,drip,1.93
5969694,Firefox,drip,6.04
51838152,Firefox,binge,1.78
83180486,IE,binge,1.04
71047498,Chrome,binge,5.41
75218996,Chrome,binge,7.82
49977931,Safari,binge,1.93
3915094,Chrome,drip,6.07
83083234,Chrome,binge,9.22
6009621,IE,binge,11.52
48098720,Safari,drip,7.73
10936356,Chrome,binge,3.52
88732256,IE,binge,5.03
60016476,Firefox,binge,3.92
57417618,Chrome,drip,6.17
30593260,Chrome,drip,8.92
13843590,IE,binge,4.44
60426128,Firefox,binge,1.02
75606053,Firefox,binge,1.31
20493120,Safari,binge,4.04
63103946,IE,binge,0.23
73479005,Safari,binge,3.59
8308197,Chrome,binge,3.43
23532932,Chrome,binge,8.45
13272787,IE,drip,4.08
89986659,Chrome,drip,1.16
78596616,IE,binge,1.97
82669251,Chrome,drip,3.24
62346250,Safari,drip,4.85
18478214,Firefox,drip,5.7
10643051,Chrome,drip,3.17
15071521,Safari,drip,6.9
38443677,Chrome,drip,5.34
96201448,Chrome,drip,3.63
57247183,Chrome,drip,2.83
43651721,IE,drip,2.61
58249309,Chrome,binge,2.03
1044473,Chrome,binge,4.92
29051285,IE,binge,6.6
52046396,Chrome,drip,6.85
86364371,Opera,binge,4.18
83925062,Firefox,drip,6.66
30798454,Chrome,binge,4.69
9714345,IE,drip,2.68
86103281,Chrome,binge,1.13
62463994,Chrome,drip,1.63
72951918,Firefox,binge,7.42
75990492,Firefox,drip,5.18
88550681,Chrome,binge,0.76
37118169,Chrome,drip,5.14
48385905,Chrome,binge,10.24
75937100,Firefox,drip,4.85
73936472,IE,drip,4.32
57256642,Chrome,binge,7.24
7442239,Safari,binge,0.11
46580943,Chrome,binge,2.49
39235237,Chrome,binge,4.96
72067697,Opera,drip,0.0
12740222,Chrome,drip,6.95
76817989,IE,binge,2.89
16174414,Chrome,binge,4.55
91938525,Chrome,binge,3.11
54284758,IE,binge,3.96
70489481,Firefox,drip,2.94
48104166,IE,binge,8.57
53595659,Firefox,drip,4.61
45762063,Chrome,binge,2.0
59407365,Chrome,drip,1.04
35222564,Chrome,binge,5.24
57222046,Chrome,binge,7.41
40529093,IE,drip,2.08
60093896,Firefox,binge,5.29
65122388,Chrome,binge,1.65
64993160,IE,drip,9.07
90330458,Chrome,drip,0.87
23802962,Chrome,binge,6.53
24300554,Firefox,drip,2.58
26969177,IE,drip,0.09
61736574,Chrome,binge,6.65
20635761,Chrome,drip,0.78
16089471,Chrome,binge,3.61
3112921,IE,binge,6.42
2880911,Chrome,binge,2.5
87922988,IE,drip,3.24
25066115,Chrome,binge,1.25
90143468,IE,drip,4.41
81716854,IE,binge,3.51
71549469,Chrome,binge,5.71
53846943,Firefox,drip,1.79
70064294,IE,binge,7.53
53670980,Firefox,binge,6.68
1295210,Firefox,binge,6.38
28119058,Chrome,binge,1.61
76417582,Chrome,drip,8.52
97980494,Safari,drip,6.48
21267206,Firefox,drip,3.41
71503178,Chrome,binge,3.42
678765,IE,drip,6.97
51694348,Firefox,drip,3.4
71091224,IE,drip,5.08
36590583,Chrome,binge,0.31
64415706,Chrome,binge,8.23
39222159,Firefox,drip,0.82
53642936,Chrome,drip,6.33
25304343,Chrome,drip,4.17
63448638,Safari,binge,3.36
269677,Firefox,drip,4.92
18060209,Chrome,drip,1.68
5784321,Chrome,drip,9.19
22400191,Chrome,drip,1.32
73025221,Safari,drip,6.06
15609950,Opera,binge,3.45
52086527,Chrome,binge,8.8
80471589,Safari,drip,3.35
80958843,IE,binge,6.93
51476955,Firefox,binge,0.34
23612393,Safari,binge,5.17
74777732,Firefox,binge,2.2
3962979,Chrome,binge,4.8
74165497,IE,drip,2.63
35086102,Chrome,drip,7.94
62733551,Firefox,drip,2.71
46177599,Safari,drip,1.67
68928228,Chrome,binge,5.94
18598944,Chrome,drip,4.33
25208006,IE,drip,4.59
39168736,Safari,binge,8.98
98922670,Firefox,binge,7.66
50338287,Chrome,drip,3.47
92031409,Chrome,binge,0.33
44550986,IE,binge,1.74
89024452,Chrome,binge,5.0
70244359,IE,binge,7.09
43516596,Firefox,drip,4.57
50413513,IE,drip,4.43
79677581,IE,binge,1.58
82649277,Safari,binge,8.28
97379976,IE,binge,2.72
24355353,Firefox,drip,4.88
10975057,Firefox,drip,7.67
73579851,Chrome,binge,0.21
40697298,Chrome,binge,1.68
69549873,IE,drip,2.8
59970832,Chrome,binge,7.23
51781694,Firefox,binge,3.33
37515993,Chrome,drip,1.61
31483714,IE,drip,4.87
92034967,Chrome,drip,5.27
83931412,Chrome,drip,2.16
68908663,Chrome,drip,3.33
69888299,Chrome,binge,8.63
67832254,Chrome,drip,4.46
99335996,Safari,binge,5.59
84206440,Firefox,drip,5.84
57857465,Firefox,drip,3.74
21382880,Chrome,binge,9.04
40861509,Chrome,binge,1.25
36229772,Chrome,binge,0.16
71625635,Firefox,drip,8.5
66723455,Chrome,drip,8.56
60889238,Firefox,binge,1.71
30590265,Chrome,binge,7.43
61922508,Firefox,drip,7.05
36534114,Chrome,drip,7.86
71820695,IE,drip,4.94
45509443,Chrome,drip,3.06
90252256,Firefox,drip,4.06
74844197,IE,binge,4.49
74187881,Chrome,drip,6.07
57536350,Chrome,binge,3.37
31527545,Safari,binge,4.64
61932500,Chrome,drip,1.16
17691402,Chrome,binge,6.01
48335312,Chrome,binge,3.45
31521882,Firefox,drip,7.35
75152522,IE,drip,1.92
81055084,Chrome,binge,8.12
33654721,Safari,binge,5.61
58254629,IE,drip,3.81
3675520,Chrome,binge,1.84
3408583,Chrome,binge,11.79
84149991,Firefox,binge,0.5
38271290,Firefox,drip,4.24
40430824,Chrome,binge,0.39
49667399,Safari,binge,4.23
81762695,Chrome,binge,3.92
40502409,IE,binge,6.88
63090527,Chrome,binge,1.72
26406425,Safari,binge,5.27
56912056,Firefox,binge,8.45
26021011,Firefox,binge,5.21
79735761,IE,drip,3.88
72131233,Chrome,drip,6.56
51508577,IE,binge,8.14
38823899,IE,binge,4.1
27824478,Firefox,drip,3.3
70068387,Chrome,binge,4.62
76335862,Safari,binge,1.09
91178405,Firefox,drip,7.32
6524194,Chrome,binge,0.89
61455945,Chrome,drip,4.71
6920327,Chrome,binge,4.59
90741727,Firefox,binge,1.09
96689810,Safari,binge,2.41
68518049,Chrome,drip,2.18
12831289,Chrome,binge,6.5
88012688,Chrome,drip,7.43
80262978,Safari,drip,5.32
30330302,Chrome,drip,4.84
71494839,IE,drip,0.28
44346000,IE,binge,4.72
54987716,Chrome,drip,3.88
51558148,Chrome,drip,7.98
45752537,Chrome,drip,7.82
1346492,Firefox,drip,5.6
94694681,IE,binge,4.25
70739908,IE,binge,1.5
16530777,Chrome,binge,1.95
352115,Firefox,binge,7.71
10724185,Chrome,binge,1.59
99572387,Chrome,binge,5.31
30338126,Chrome,binge,3.1
26223005,Firefox,drip,5.54
50149569,Firefox,binge,7.05
63197659,IE,binge,7.29
69342718,Firefox,drip,5.71
75916830,Safari,drip,8.63
51535751,IE,binge,2.2
61732521,IE,binge,5.57
41466887,Chrome,binge,3.43
83344391,Chrome,drip,1.39
77794881,Chrome,binge,1.69
74205024,Chrome,binge,0.7
80490391,Chrome,drip,4.48
93576350,Chrome,drip,2.57
50433789,Chrome,drip,3.26
16229652,Firefox,drip,8.62
69488465,Chrome,drip,1.97
35097997,IE,drip,6.38
79379673,IE,binge,1.02
59873138,Safari,binge,7.12
10863147,Safari,binge,4.77
88897069,IE,binge,4.65
130968,Firefox,drip,6.1
28768339,Chrome,drip,2.5
2058594,IE,drip,2.35
77912198,IE,binge,0.17
58700805,Firefox,drip,4.38
41400152,Safari,drip,4.68
14897749,Safari,drip,5.19
47034423,Safari,drip,5.3
13033246,Chrome,drip,8.27
64940081,Chrome,drip,1.8
55893368,Chrome,binge,9.3
44510003,Chrome,drip,7.71
60861806,Firefox,binge,0.54
30632360,Chrome,binge,3.46
154191,Chrome,drip,6.21
17679268,Chrome,drip,3.64
18137823,Chrome,drip,4.35
23685230,Chrome,drip,5.45
88243783,Chrome,binge,5.02
1012629,Firefox,binge,5.76
92880249,Chrome,binge,1.93
34933306,Firefox,drip,4.01
57977962,IE,binge,1.18
72096215,Chrome,drip,5.34
18768467,Firefox,binge,4.64
18684896,IE,drip,4.72
26646305,Chrome,binge,3.08
44593427,Safari,drip,5.15
42331397,Chrome,binge,6.65
23854691,Safari,binge,0.87
85257327,Chrome,binge,4.07
57077782,Chrome,binge,5.04
16696559,Safari,binge,2.06
81443134,Firefox,binge,4.03
52051240,Chrome,binge,2.65
3396952,Chrome,drip,6.93
59950155,Firefox,drip,3.38
36897647,Firefox,drip,5.52
77193712,IE,drip,5.85
11694196,Chrome,binge,2.65
92736713,Chrome,drip,3.91
71055183,IE,binge,7.04
39437286,Chrome,binge,3.27
36172417,IE,binge,4.58
32714391,Chrome,drip,3.16
14235383,Chrome,binge,1.35
26656596,Chrome,binge,2.16
68996803,Firefox,drip,2.15
97939952,Safari,binge,4.45
25488620,Safari,drip,2.0
81946317,IE,drip,4.93
89099802,Chrome,drip,3.1
48717150,Chrome,drip,4.7
3069173,Chrome,drip,3.12
70916042,IE,binge,6.2
98697890,Opera,binge,9.39
34994416,Chrome,drip,3.38
38308425,Firefox,binge,4.36
42017095,IE,binge,7.17
22852303,Chrome,drip,6.51
82408520,IE,drip,6.69
8456678,Chrome,binge,7.32
57857766,Opera,drip,0.0
74916906,IE,binge,3.9
71878479,Chrome,drip,5.89
96277461,IE,binge,6.53
42949825,IE,drip,1.68
65119715,IE,binge,1.62
69247348,IE,binge,2.44
58252710,Chrome,drip,6.67
19938398,Safari,drip,5.11
93037188,Firefox,binge,4.71
53869753,Chrome,drip,5.69
59712563,Chrome,drip,7.48
2265666,Chrome,drip,1.16
7649951,IE,binge,1.06
70335818,Safari,binge,0.24
76917449,Chrome,binge,0.1
48279887,Firefox,drip,3.98
81751801,Chrome,drip,3.67
79445369,IE,drip,4.02
15916670,IE,drip,4.73
82851275,IE,drip,5.17
23325716,Chrome,drip,3.07
84434463,Chrome,drip,7.16
20656809,Chrome,drip,5.27
25173367,IE,drip,5.48
36831437,IE,drip,6.83
67028620,Firefox,drip,8.41
37639015,IE,drip,3.4
88607501,Chrome,drip,3.32
50109579,Chrome,drip,7.79
89796322,Safari,drip,5.07
3201500,Chrome,binge,8.49
95419474,Chrome,drip,4.9
88949797,Chrome,drip,6.5
46819849,IE,drip,6.03
71626647,IE,binge,4.42
82983148,Chrome,drip,8.99
91932267,Opera,drip,0.0
63435702,Firefox,binge,3.11
27342593,Chrome,drip,6.06
10609648,Chrome,binge,1.9
43527985,IE,drip,1.74
92591763,Chrome,drip,1.51
36075907,Chrome,drip,1.84
68156902,IE,binge,4.33
38673104,Chrome,drip,3.69
33865161,Chrome,drip,6.81
60702744,Firefox,drip,2.88
86593955,Chrome,drip,3.38
64019341,Safari,binge,7.19
28191425,IE,binge,3.4
31717634,IE,drip,6.49
24874631,Chrome,binge,7.22
76722409,IE,drip,3.62
39546715,Firefox,drip,2.45
51761024,Safari,drip,5.62
43802587,Safari,drip,5.87
8607055,Chrome,binge,4.95
