user_id,registration,country
25674987,2015-10-31,France
18703747,2015-10-29,Germany
14586157,2015-10-28,France
90422575,2015-10-30,France
24104757,2015-10-29,France
90642165,2015-11-01,France
7704350,2015-10-30,France
91334935,2015-10-28,France
17999401,2015-10-28,Germany
93640773,2015-11-01,France
96856769,2015-11-01,France
51910030,2015-11-01,Germany
79916274,2015-10-30,Germany
64803089,2015-10-31,Germany
30977734,2015-10-29,France
37793021,2015-11-01,France
28216093,2015-10-31,France
56351491,2015-11-01,Germany
57526703,2015-11-01,Germany
81997896,2015-10-30,France
78012628,2015-10-31,France
63018204,2015-10-28,Germany
89784729,2015-10-28,France
24110094,2015-10-30,France
69751698,2015-10-30,Germany
42072093,2015-10-30,Germany
54421879,2015-10-29,Germany
34847559,2015-10-29,Germany
6957252,2015-10-28,Germany
19411074,2015-11-01,Germany
47714402,2015-10-31,France
66361166,2015-10-30,France
20598469,2015-10-28,France
16693417,2015-10-30,Germany
92654203,2015-11-01,Germany
19474621,2015-10-30,Italy
34675851,2015-11-01,France
72714479,2015-11-01,France
25118898,2015-10-30,France
25636270,2015-10-28,France
32592658,2015-10-31,France
95990818,2015-10-30,France
31474692,2015-11-01,France
80320842,2015-10-31,Germany
9067553,2015-10-31,Italy
76076208,2015-10-30,Germany
81983448,2015-10-28,France
22124449,2015-10-28,France
20591502,2015-11-01,Germany
86420302,2015-10-30,France
50701963,2015-10-30,Germany
63860695,2015-10-28,Germany
4928074,2015-10-29,Germany
34440168,2015-10-30,Germany
36430193,2015-10-31,France
12725733,2015-10-28,Germany
23771545,2015-10-29,Germany
91440509,2015-11-01,Germany
49458050,2015-11-01,Germany
34451925,2015-10-30,Germany
14698545,2015-10-29,Germany
30797564,2015-10-30,Germany
60680338,2015-11-01,France
85818937,2015-10-29,France
72164052,2015-10-30,Germany
21118112,2015-10-28,France
2929289,2015-10-29,France
84217425,2015-10-28,Germany
44837674,2015-10-28,Germany
86979210,2015-10-29,Germany
3080361,2015-10-28,Germany
54372346,2015-10-29,France
91803071,2015-10-28,Germany
59544772,2015-10-29,Germany
9355554,2015-10-28,France
4315104,2015-11-01,Germany
90880213,2015-10-31,Germany
49255454,2015-11-01,Germany
39365792,2015-11-01,Italy
88653961,2015-10-28,Germany
59824841,2015-10-30,Germany
77053153,2015-10-30,Germany
84969823,2015-10-29,France
52058916,2015-10-29,Germany
69236893,2015-10-29,France
79742468,2015-10-31,Germany
81535600,2015-10-30,France
91651452,2015-11-01,Germany
56682067,2015-10-31,France
88008211,2015-11-01,France
34951898,2015-10-31,Germany
94276178,2015-10-29,France
21265761,2015-10-28,Germany
28675815,2015-10-30,France
29316406,2015-10-28,France
90534694,2015-10-31,Germany
26879278,2015-10-29,Germany
47340961,2015-10-31,Italy
21833455,2015-10-30,France
42773064,2015-10-29,Germany
41966254,2015-10-29,France
61755518,2015-10-29,Germany
56670925,2015-11-01,France
38342321,2015-11-01,Germany
21245906,2015-10-29,Germany
6561237,2015-10-31,Germany
15722377,2015-10-29,Germany
75965574,2015-10-29,Germany
96334210,2015-11-01,Germany
7304617,2015-10-31,Germany
87546124,2015-11-01,Germany
74779963,2015-11-01,Germany
33789362,2015-10-28,Germany
7831276,2015-10-31,Germany
2921899,2015-10-31,Italy
50113493,2015-10-31,France
93462842,2015-10-31,Germany
37323475,2015-10-28,Germany
40440586,2015-10-28,France
95349683,2015-10-31,Germany
38400103,2015-10-29,France
55146725,2015-10-30,Germany
35230006,2015-11-01,France
86903228,2015-10-29,Germany
12592922,2015-10-30,France
57256642,2015-10-31,France
15003722,2015-11-01,France
17082145,2015-11-01,Germany
59523971,2015-10-29,France
23724517,2015-10-29,Germany
88619793,2015-10-29,Germany
35110730,2015-10-31,Germany
37159045,2015-10-31,France
33744621,2015-10-29,Germany
95514105,2015-10-31,Italy
858651,2015-11-01,Germany
88221954,2015-10-31,France
66821048,2015-10-28,Germany
2636227,2015-11-01,France
64982296,2015-10-28,Italy
97901959,2015-11-01,France
46604700,2015-11-01,France
95715019,2015-10-30,France
11236362,2015-11-01,France
29936398,2015-10-31,Germany
22632631,2015-10-30,Germany
14109416,2015-11-01,France
90859350,2015-10-28,Germany
25392345,2015-10-29,France
39388884,2015-10-31,Germany
15345152,2015-11-01,France
25783833,2015-10-28,Germany
29438835,2015-10-28,France
33236091,2015-10-28,Germany
81695670,2015-10-30,Germany
91200500,2015-11-01,France
9916382,2015-10-29,Germany
87571519,2015-10-31,Italy
85178241,2015-10-30,Germany
10202569,2015-10-31,Germany
44533065,2015-10-28,Germany
85697358,2015-10-30,France
60000143,2015-11-01,Germany
3463985,2015-11-01,Germany
47060369,2015-10-30,Germany
7913561,2015-11-01,Germany
70453724,2015-10-28,France
90332956,2015-10-28,Germany
95366429,2015-10-28,Germany
148740,2015-10-28,Italy
7879877,2015-10-28,Italy
6713277,2015-10-28,Germany
13698970,2015-11-01,France
41336232,2015-11-01,Germany
31955432,2015-10-31,France
73038916,2015-10-28,Italy
46529611,2015-10-31,Germany
55326053,2015-11-01,France
21019742,2015-11-01,France
19135872,2015-10-31,France
93086813,2015-10-29,Germany
17266280,2015-11-01,Germany
32860744,2015-10-29,Germany
95448821,2015-11-01,Italy
29007755,2015-10-30,France
5963754,2015-10-29,Italy
83246624,2015-10-31,Germany
15495638,2015-10-31,Germany
4485306,2015-10-29,Germany
83123560,2015-10-28,Germany
87181759,2015-10-31,Germany
90273953,2015-10-30,France
17386945,2015-11-01,France
61780717,2015-10-28,Germany
82049528,2015-10-30,France
54831628,2015-10-28,Germany
62712663,2015-11-01,Germany
92144136,2015-11-01,Germany
48004812,2015-11-01,Germany
50197420,2015-10-31,France
61547977,2015-10-30,France
2818499,2015-10-31,Germany
81798814,2015-10-31,Germany
43823713,2015-10-31,Germany
94210862,2015-10-28,France
36369054,2015-10-30,Germany
45511861,2015-10-28,Germany
75833960,2015-10-29,Germany
52053040,2015-10-28,Italy
41326245,2015-10-29,Germany
8670047,2015-10-30,France
8356213,2015-10-29,France
2772201,2015-10-28,Italy
37592853,2015-10-29,Germany
432870,2015-10-30,France
22013242,2015-10-29,France
55918091,2015-10-31,France
99970088,2015-10-30,Germany
22861720,2015-10-28,Germany
72578604,2015-10-30,Germany
16637056,2015-10-30,France
22419925,2015-11-01,Germany
23921333,2015-11-01,Germany
3218819,2015-10-28,Germany
19580630,2015-10-30,France
75416175,2015-10-28,France
44294774,2015-10-29,Germany
86343989,2015-11-01,Germany
15745088,2015-10-28,Germany
33953817,2015-10-28,France
73668967,2015-10-30,France
20001941,2015-10-30,Germany
11382597,2015-10-29,France
1313436,2015-10-28,France
7767075,2015-10-30,France
89909329,2015-10-30,Italy
21705037,2015-10-29,Germany
48786652,2015-11-01,France
50324606,2015-10-30,France
11524786,2015-10-30,Germany
69270115,2015-10-31,France
11612374,2015-10-29,France
29083319,2015-11-01,Germany
42822892,2015-10-30,France
21790546,2015-10-28,Germany
88718375,2015-10-29,Germany
24742955,2015-11-01,France
93751879,2015-10-30,France
24711027,2015-10-29,Germany
10439678,2015-11-01,France
20348516,2015-10-30,France
62169039,2015-10-31,Germany
2912184,2015-10-31,France
63237018,2015-10-28,France
20840841,2015-10-28,France
15794229,2015-10-29,Germany
57985815,2015-10-29,France
29596949,2015-11-01,Germany
24638882,2015-10-30,Germany
9292343,2015-11-01,France
70719073,2015-11-01,Germany
20523914,2015-10-30,Germany
66930746,2015-11-01,Germany
84299278,2015-10-29,France
52378791,2015-10-31,Germany
85112522,2015-10-31,Germany
37845587,2015-11-01,Italy
90986681,2015-10-30,Germany
90938677,2015-10-28,France
85669888,2015-10-30,Germany
85073254,2015-10-31,France
28655382,2015-11-01,France
79585480,2015-11-01,France
64961536,2015-11-01,France
86864723,2015-10-28,Germany
43786907,2015-10-29,France
70717628,2015-10-30,Germany
23929081,2015-10-31,France
49560474,2015-10-28,France
25222284,2015-10-29,France
49121851,2015-10-29,France
42172032,2015-10-29,Italy
97826398,2015-10-30,Germany
65683147,2015-10-28,France
85865786,2015-10-31,Germany
49576302,2015-10-31,France
92666035,2015-11-01,Germany
63065256,2015-10-31,Germany
28180990,2015-10-29,France
63460728,2015-11-01,France
75777810,2015-10-28,France
34017666,2015-10-30,Germany
28718547,2015-11-02,France
69426413,2015-11-02,Germany
48902959,2015-11-01,France
37200143,2015-11-02,France
52649873,2015-11-02,Germany
98032736,2015-10-29,France
15614208,2015-11-02,France
93872000,2015-11-02,France
99950019,2015-10-29,France
20367377,2015-10-31,Italy
89670576,2015-10-31,France
8975732,2015-10-30,Germany
72164559,2015-10-31,France
55476499,2015-10-31,Germany
17020978,2015-10-29,France
50048419,2015-10-29,Germany
36524371,2015-11-01,Italy
40935152,2015-10-29,Germany
43808885,2015-11-01,Germany
51953057,2015-11-01,Germany
25810895,2015-11-01,France
90653467,2015-10-31,Germany
91106908,2015-10-30,Germany
44348056,2015-11-01,Germany
28193186,2015-10-29,Germany
88640610,2015-11-02,Germany
77066309,2015-10-31,France
26231425,2015-10-31,Germany
95322468,2015-11-01,Germany
2571134,2015-10-30,France
80069705,2015-11-01,Germany
32593385,2015-11-01,France
60752013,2015-10-31,Germany
22973471,2015-10-29,France
85045641,2015-10-29,France
8142129,2015-11-02,Germany
88205516,2015-10-30,France
31956774,2015-10-30,Germany
20287936,2015-10-29,Germany
26337358,2015-10-30,Germany
78369594,2015-10-30,France
73937346,2015-10-29,Germany
68178782,2015-10-30,Germany
2411246,2015-10-30,Germany
33040530,2015-10-31,France
49405185,2015-10-31,Germany
83518593,2015-10-31,France
10199808,2015-11-01,France
11340414,2015-10-31,Germany
93762262,2015-10-31,Germany
17541554,2015-11-01,Germany
22129252,2015-10-31,Germany
67187607,2015-11-02,Germany
10879123,2015-11-01,Germany
38106854,2015-11-02,France
2865577,2015-10-30,Germany
4558139,2015-10-30,Germany
14623058,2015-10-31,Germany
88389548,2015-11-02,Germany
18428680,2015-10-29,France
14245926,2015-11-02,Italy
33090,2015-11-02,Germany
40457858,2015-11-02,Italy
33398830,2015-10-30,Germany
57574964,2015-11-02,Germany
94198498,2015-10-30,France
91707622,2015-10-30,France
59064796,2015-10-30,Germany
79989530,2015-10-31,Germany
80279699,2015-10-30,Germany
63580807,2015-11-01,Germany
62580413,2015-10-30,Germany
69706690,2015-10-30,France
79102806,2015-11-02,Germany
67249767,2015-10-31,France
75361918,2015-10-31,Germany
38799627,2015-10-31,France
81726040,2015-10-31,Germany
33185571,2015-11-02,Germany
66117832,2015-10-31,Germany
48556428,2015-10-29,France
56740706,2015-10-30,France
77974670,2015-11-02,France
14238282,2015-10-29,Germany
30487388,2015-10-29,Germany
68516437,2015-10-31,Germany
61181794,2015-10-31,Germany
75524624,2015-10-31,Germany
30832650,2015-10-29,Germany
73704752,2015-10-31,Germany
70605171,2015-11-02,Germany
54586797,2015-10-30,France
65247158,2015-10-31,France
8972175,2015-10-31,France
61552096,2015-11-01,Italy
24392379,2015-10-30,France
1076590,2015-10-30,Germany
45825076,2015-10-30,Germany
58110163,2015-10-30,Italy
98298178,2015-11-01,Germany
95875268,2015-11-01,Germany
9094433,2015-11-02,France
3786330,2015-11-02,Germany
31525598,2015-11-02,France
35157913,2015-10-29,Italy
600662,2015-10-30,Germany
37443898,2015-11-02,Germany
88986885,2015-11-02,Italy
53940717,2015-10-29,Germany
6396938,2015-11-02,France
4936504,2015-11-01,Germany
7382192,2015-11-02,France
5630355,2015-10-30,France
45820669,2015-10-31,Germany
29017642,2015-10-31,Germany
34977515,2015-11-01,Germany
97129144,2015-10-31,Italy
83036115,2015-10-29,Italy
46237883,2015-10-30,France
23530541,2015-10-29,Germany
56028511,2015-10-31,Germany
43911543,2015-10-31,Germany
36065849,2015-10-29,France
1473089,2015-10-29,Italy
40718506,2015-10-31,Germany
77579750,2015-10-29,Germany
73257943,2015-11-02,Germany
97151056,2015-11-01,Germany
46107122,2015-10-29,France
91665120,2015-10-29,Germany
47917189,2015-11-01,Germany
29414241,2015-10-29,Germany
77079701,2015-10-31,Germany
30420939,2015-10-30,France
88952527,2015-10-31,Germany
27070373,2015-11-02,France
91876987,2015-10-30,France
47710173,2015-11-01,France
24183027,2015-10-30,Germany
11407465,2015-10-29,Germany
89251262,2015-10-29,Italy
57116258,2015-10-30,Germany
71436748,2015-10-30,Germany
24957688,2015-10-31,Germany
80572125,2015-11-02,Germany
68330946,2015-10-29,Germany
33241588,2015-11-01,France
87525205,2015-10-30,Germany
17720692,2015-10-30,Germany
63096688,2015-10-30,Germany
80048594,2015-10-29,France
36082519,2015-10-29,Germany
77339199,2015-11-02,France
9192102,2015-11-01,Italy
12339706,2015-11-01,Germany
18256367,2015-11-01,Germany
31997079,2015-10-30,France
84116033,2015-11-01,Germany
13333204,2015-11-02,Italy
97727762,2015-10-30,France
78561383,2015-11-02,France
6883745,2015-10-29,Germany
48693405,2015-10-29,Germany
65170338,2015-11-02,Germany
17924449,2015-11-02,Germany
5597970,2015-10-31,France
21025722,2015-10-30,Germany
38634413,2015-11-01,Germany
11344141,2015-11-01,France
88214309,2015-11-02,France
11218719,2015-10-30,Germany
87168905,2015-10-30,Germany
35185731,2015-11-01,France
26208985,2015-11-01,France
46133274,2015-10-29,Germany
911771,2015-10-31,France
82020259,2015-10-31,France
3471774,2015-11-02,Germany
17126536,2015-11-02,France
13243341,2015-10-31,Germany
32925217,2015-10-29,France
98168611,2015-11-01,France
49064586,2015-11-02,France
98462840,2015-11-01,Germany
81750097,2015-11-02,Germany
94630757,2015-10-30,Germany
98341929,2015-11-01,Germany
79120569,2015-10-30,Italy
77869039,2015-11-01,Germany
79846199,2015-10-29,Germany
82075947,2015-10-29,France
99714976,2015-10-31,Germany
15195183,2015-10-31,Italy
18970350,2015-10-29,France
19056047,2015-10-30,Germany
50897468,2015-10-30,France
28680163,2015-10-31,Germany
74135992,2015-10-31,Germany
63730432,2015-10-29,France
69047660,2015-11-01,Italy
82215255,2015-11-01,Germany
38836017,2015-11-01,France
7455254,2015-10-30,France
66145712,2015-11-01,Germany
5159714,2015-11-02,Germany
70036462,2015-10-29,France
48579937,2015-11-01,Germany
7943176,2015-10-30,France
35213143,2015-11-02,France
71537503,2015-10-30,Italy
87214183,2015-10-29,France
61858891,2015-11-02,Germany
96580181,2015-10-29,France
77240421,2015-10-30,Germany
86533114,2015-10-29,Germany
41926054,2015-10-31,France
31415170,2015-11-02,Germany
47617465,2015-11-01,France
22067206,2015-10-31,France
5552891,2015-11-01,Germany
14119070,2015-10-31,Germany
30290325,2015-11-01,Germany
32615247,2015-10-31,Germany
54396467,2015-10-31,Germany
96743589,2015-10-31,Germany
73162602,2015-10-30,France
70317977,2015-10-31,Germany
17841021,2015-11-02,France
34772979,2015-11-02,France
41306230,2015-10-29,Germany
82230372,2015-10-29,Germany
54845882,2015-11-02,Germany
62638786,2015-10-31,France
22472278,2015-10-30,Germany
97963291,2015-10-29,Germany
93842038,2015-10-30,France
50829161,2015-11-01,Germany
6633781,2015-10-31,France
70849949,2015-11-02,Germany
30879809,2015-10-29,Italy
84052797,2015-10-31,Germany
99027611,2015-10-30,Germany
89252324,2015-10-31,Italy
34931110,2015-11-02,Germany
51685263,2015-11-02,Germany
69155165,2015-11-02,Germany
80908752,2015-10-29,Germany
43297837,2015-11-02,Germany
27290300,2015-10-29,Germany
83041132,2015-11-02,Germany
37214548,2015-10-29,Germany
47663927,2015-10-31,France
6110618,2015-10-31,France
56433078,2015-10-30,Germany
70701668,2015-10-31,Germany
87810313,2015-11-02,France
31947680,2015-11-02,France
20824248,2015-10-30,France
96467221,2015-10-30,Germany
68974187,2015-10-31,Italy
70620554,2015-11-01,France
96229179,2015-10-30,Germany
35030050,2015-11-02,Germany
49983292,2015-10-30,France
93309226,2015-11-01,Germany
43636752,2015-10-29,France
11165393,2015-10-29,Germany
42431398,2015-10-29,France
23723896,2015-11-02,France
79321944,2015-11-02,Germany
7120938,2015-11-02,France
50491933,2015-11-01,Germany
5711933,2015-10-31,Germany
86659688,2015-10-30,Germany
50326700,2015-11-02,Germany
1914325,2015-10-30,Germany
28191121,2015-10-29,Italy
46307063,2015-11-01,France
28283667,2015-11-01,Italy
81419165,2015-11-02,Germany
77051820,2015-10-30,France
48735547,2015-10-30,Germany
12664575,2015-11-02,Germany
2954004,2015-11-02,Italy
49221006,2015-10-30,France
64895489,2015-11-01,France
47877806,2015-10-29,France
68419736,2015-10-30,Germany
5862151,2015-11-01,Germany
72007675,2015-10-29,Italy
40269248,2015-11-01,France
89716212,2015-11-01,Italy
34276161,2015-10-31,Germany
74501607,2015-11-01,Germany
91530580,2015-11-01,Italy
84513800,2015-10-29,Germany
16889624,2015-10-29,Germany
62318410,2015-11-01,Germany
80971039,2015-10-31,France
59456610,2015-10-30,Germany
51370261,2015-10-31,Germany
89754379,2015-10-31,Italy
82004676,2015-11-01,France
48300276,2015-10-29,France
70120927,2015-11-01,Italy
18070102,2015-10-31,France
9287529,2015-11-01,Germany
33193437,2015-10-29,Italy
58964390,2015-10-29,France
49720432,2015-10-29,Germany
63074143,2015-10-29,Germany
69338274,2015-10-31,Germany
84937305,2015-11-01,France
35950908,2015-10-29,France
15849569,2015-10-31,France
84932098,2015-10-30,Germany
78163454,2015-10-30,Germany
1263568,2015-10-31,France
86473516,2015-11-02,Germany
17415605,2015-10-29,Germany
80292054,2015-10-30,Germany
91988576,2015-11-02,Germany
41091667,2015-11-01,Germany
67964706,2015-11-01,Germany
12469009,2015-10-31,France
22425211,2015-10-29,France
35957336,2015-10-29,Germany
73699095,2015-10-30,Germany
95323767,2015-11-01,Germany
10490959,2015-10-29,Germany
89796322,2015-10-30,Germany
50026780,2015-11-01,France
33913680,2015-11-02,France
83314882,2015-10-31,Germany
308047,2015-11-01,Germany
28379169,2015-10-31,France
12409933,2015-10-31,France
40404242,2015-11-01,France
40100749,2015-10-29,Germany
60096450,2015-11-02,Germany
62738184,2015-11-02,Germany
43234874,2015-11-02,France
3325743,2015-10-30,Germany
15430234,2015-11-02,Italy
50353113,2015-11-02,Italy
45925447,2015-10-30,Italy
42936751,2015-11-01,France
25444530,2015-10-30,Germany
12908456,2015-11-01,Germany
11458336,2015-10-30,Germany
59959410,2015-10-31,Germany
8214328,2015-10-31,Germany
55029858,2015-10-31,Germany
59261359,2015-10-31,Germany
60920405,2015-10-29,Germany
59545168,2015-11-01,Germany
76512181,2015-11-03,Germany
68716820,2015-11-02,Germany
32895817,2015-10-30,Germany
54949036,2015-11-02,Germany
64585122,2015-11-01,France
99526499,2015-11-02,Germany
27223979,2015-11-02,Italy
67022298,2015-11-02,Germany
63704840,2015-11-02,France
53417842,2015-10-30,France
89538378,2015-10-31,France
25521222,2015-11-03,Italy
83580475,2015-11-01,Germany
87397577,2015-11-03,Italy
97132578,2015-11-03,France
70570114,2015-11-03,Germany
76562850,2015-10-31,Germany
48468826,2015-10-31,Germany
77175369,2015-11-02,Germany
52229787,2015-10-30,Germany
59597500,2015-11-03,Italy
8977647,2015-10-30,France
89653633,2015-10-30,Germany
59454277,2015-10-30,Germany
53696798,2015-11-01,Germany
69975813,2015-11-02,France
4221024,2015-10-31,France
23667700,2015-11-02,France
34537396,2015-11-01,Germany
23947066,2015-10-30,France
85380963,2015-11-03,Germany
10042018,2015-11-01,France
61348230,2015-10-30,Germany
4222257,2015-10-31,France
21151274,2015-11-01,Germany
75935443,2015-10-31,France
26859420,2015-11-01,France
74555844,2015-11-03,Germany
69319801,2015-10-31,Germany
68941406,2015-10-30,France
44806330,2015-10-31,France
9485114,2015-11-03,Germany
23522507,2015-10-31,Germany
62627658,2015-11-01,Germany
32985509,2015-11-03,Germany
18879316,2015-10-31,Germany
96279370,2015-11-01,Italy
58368334,2015-10-31,Germany
55141329,2015-11-02,France
76119774,2015-10-30,Germany
99126475,2015-11-01,France
42401891,2015-11-01,Italy
43505871,2015-11-03,Germany
78060619,2015-10-31,France
31322856,2015-11-02,Germany
94156968,2015-11-03,Germany
20208839,2015-10-31,Germany
5997928,2015-10-30,France
82349016,2015-10-30,France
76328605,2015-10-31,Germany
16618591,2015-11-02,France
20262090,2015-10-30,Italy
34471520,2015-11-01,France
62308921,2015-10-31,Germany
12737218,2015-11-01,Germany
88507574,2015-11-03,France
45387274,2015-10-30,Germany
15185322,2015-10-30,France
31028147,2015-11-01,Germany
82382398,2015-10-30,France
41590972,2015-11-02,Germany
65595083,2015-10-31,France
49064967,2015-11-02,Germany
6980355,2015-10-31,France
28462085,2015-10-31,Italy
86915388,2015-10-30,Germany
14627388,2015-11-02,France
9958954,2015-11-02,Germany
70032676,2015-11-03,France
99558508,2015-11-01,France
80868483,2015-10-31,France
58300085,2015-10-31,France
37701263,2015-10-30,Germany
28421006,2015-11-01,Germany
61934002,2015-11-03,Germany
81439027,2015-11-01,Germany
81808103,2015-11-02,Germany
31657730,2015-10-31,Germany
98080677,2015-11-02,Germany
36282041,2015-10-30,France
54997524,2015-11-02,Germany
49670202,2015-11-03,Germany
96483339,2015-10-30,Germany
72335967,2015-11-02,Germany
30939963,2015-10-30,Germany
38161297,2015-11-03,Germany
88020915,2015-10-30,Germany
20717287,2015-11-01,Germany
86519906,2015-11-03,Germany
31506945,2015-10-30,Italy
84330360,2015-11-02,Italy
5825718,2015-11-03,Germany
10659551,2015-11-03,Germany
8797798,2015-11-02,Germany
72352500,2015-10-30,France
12123344,2015-10-30,France
64978440,2015-11-02,France
59159956,2015-10-30,Germany
7634932,2015-10-30,Germany
54397106,2015-11-01,Italy
87093349,2015-11-01,Germany
58850681,2015-11-02,Germany
4325072,2015-11-03,Germany
49517688,2015-11-03,France
46893725,2015-10-30,Germany
86812725,2015-10-31,Germany
80383914,2015-11-01,France
39785822,2015-11-02,Germany
74880871,2015-10-30,Germany
82914863,2015-11-01,Germany
82122167,2015-11-02,Germany
5969542,2015-10-31,Germany
75464874,2015-10-30,France
25112110,2015-11-02,Germany
24898741,2015-11-01,Germany
90605308,2015-10-30,France
10321553,2015-11-02,Germany
58463716,2015-11-01,Germany
95512992,2015-11-02,Germany
9461652,2015-11-02,France
25024555,2015-11-03,Germany
88444806,2015-10-31,France
48562897,2015-10-31,Germany
99209490,2015-10-31,Italy
69126498,2015-10-31,France
95494022,2015-10-30,France
98486417,2015-10-30,Germany
30774602,2015-10-30,Germany
60447928,2015-11-02,France
71270739,2015-10-31,Germany
62308716,2015-11-02,Germany
91510562,2015-11-01,France
87782681,2015-11-03,Germany
69436151,2015-11-01,France
17907853,2015-11-03,France
33077607,2015-11-02,Italy
88915409,2015-11-03,Germany
71468204,2015-11-01,Germany
98545358,2015-10-30,Germany
28482561,2015-10-30,France
89249775,2015-11-02,Germany
51724726,2015-10-31,Germany
13659247,2015-11-02,Germany
84489521,2015-10-30,Germany
80666870,2015-11-01,Germany
74212087,2015-10-30,France
70839441,2015-11-03,France
58267234,2015-11-03,Germany
40876016,2015-11-02,France
25077390,2015-10-31,France
13017297,2015-10-30,Italy
97897371,2015-11-02,France
22471637,2015-11-02,Germany
83349194,2015-11-02,Germany
49011282,2015-11-02,France
2868259,2015-11-03,Italy
99664703,2015-11-02,Germany
27402932,2015-10-31,Germany
78774595,2015-10-30,France
70707130,2015-11-01,France
49196920,2015-11-03,France
42586192,2015-10-31,Germany
22899963,2015-10-31,France
9126715,2015-11-03,Germany
87809402,2015-11-01,Germany
80888174,2015-11-03,Germany
50359073,2015-11-02,Germany
2659943,2015-11-03,France
94496018,2015-10-30,France
37406648,2015-11-02,Italy
57580915,2015-11-02,France
14460866,2015-11-03,Italy
12402351,2015-11-01,France
8338569,2015-10-30,Germany
51093458,2015-11-01,Germany
79041424,2015-11-03,Germany
16863537,2015-10-30,Germany
56988244,2015-10-30,Germany
60026404,2015-11-02,France
99420208,2015-10-31,France
53852058,2015-10-30,Germany
15796803,2015-11-01,France
69965274,2015-11-03,Germany
83724063,2015-11-03,Germany
47740108,2015-10-31,Germany
24706880,2015-11-02,Germany
9127472,2015-10-31,Italy
60422826,2015-10-30,France
18809546,2015-11-01,Germany
61554072,2015-11-03,Germany
84781203,2015-10-31,Germany
70114925,2015-11-01,Germany
8947825,2015-11-03,Germany
9887384,2015-11-03,Germany
52817693,2015-10-31,Italy
57936812,2015-11-02,France
82992054,2015-11-02,Germany
7789745,2015-11-01,France
19668964,2015-11-03,France
96972808,2015-11-03,France
65295860,2015-11-02,Germany
85043750,2015-11-01,France
69150622,2015-11-02,France
74962273,2015-10-31,France
95511856,2015-10-30,Germany
88354271,2015-11-02,Germany
83688372,2015-11-02,France
5956525,2015-11-03,France
24566958,2015-10-30,Germany
72477495,2015-11-03,France
14458153,2015-10-31,France
28216075,2015-11-03,Germany
4373287,2015-10-30,Germany
4171338,2015-10-30,France
36601399,2015-11-01,France
79409562,2015-10-31,Germany
37978989,2015-11-01,Germany
20899723,2015-10-30,France
85497878,2015-10-30,Germany
43955552,2015-11-03,Germany
57862441,2015-11-01,France
40474375,2015-11-03,France
93115885,2015-10-31,Germany
90257864,2015-10-31,France
74579365,2015-11-03,France
8881450,2015-10-31,Italy
70883098,2015-10-30,Germany
12534168,2015-11-01,Germany
21184485,2015-11-02,Germany
23714491,2015-11-01,Germany
78503143,2015-11-02,Italy
91934379,2015-10-30,France
37291327,2015-11-02,Germany
14521393,2015-10-31,Germany
48952464,2015-10-31,Germany
51181285,2015-11-03,Germany
38488301,2015-11-01,Germany
12403592,2015-11-02,France
74645873,2015-10-30,France
78432636,2015-11-01,Germany
23967939,2015-10-30,Germany
59941443,2015-11-01,France
49247497,2015-11-02,Germany
75660054,2015-11-03,France
28073529,2015-11-01,France
10141556,2015-11-02,France
21204429,2015-10-31,Germany
